,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,3454623.0,3419007.0,0.0,2544.0,1357.9492924528302,201.98268853945171,1392.0,58.0,58492.0,51520.0,0.0,498.0,117.45381526104417,190.8588464614422,1392.0,65.0,1,1,1,7,1587447231,1587447472,2,1,0
1,1,2843696.0,2814184.0,0.0,2108.0,1349.0018975332068,226.42701174385812,1392.0,58.0,64578.0,56878.0,0.0,550.0,117.41454545454546,189.64212939896873,1392.0,65.0,1,1,1,7,1587447231,1587447472,2,1,0
2,2,3259896.0,3226142.0,0.0,2411.0,1352.0929075072584,218.54638470639722,1392.0,58.0,63712.0,56124.0,0.0,542.0,117.54981549815498,194.14827784834682,1392.0,65.0,1,1,1,7,1587447231,1587447472,2,1,0
3,3,3716474.0,3678128.0,0.0,2739.0,1356.872581234027,205.44795760126303,1392.0,58.0,65245.0,57363.0,0.0,563.0,115.88809946714032,190.67639698287306,1392.0,70.0,1,1,1,7,1587447231,1587447472,2,1,0
4,4,3737328.0,3699248.0,0.0,2720.0,1374.0176470588235,147.78979153750424,1392.0,58.0,47533.0,39735.0,0.0,557.0,85.3375224416517,87.14136089585081,1392.0,70.0,1,1,1,7,1587447231,1587447472,2,1,0
5,5,3395301.0,3360847.0,0.0,2461.0,1379.6428281186509,124.75377951882878,1392.0,58.0,38001.0,31827.0,0.0,441.0,86.17006802721089,92.1677491282089,1392.0,70.0,1,1,1,7,1587447231,1587447472,2,1,0
6,6,3840650.0,3801744.0,0.0,2779.0,1382.0259086002159,112.05623385001583,1392.0,58.0,34165.0,28439.0,0.0,409.0,83.53300733496333,71.01578398886063,872.0,70.0,1,1,1,7,1587447231,1587447472,2,1,0
7,7,3734864.0,3697148.0,0.0,2694.0,1386.3637713437267,84.53903897399736,1392.0,63.0,30795.0,25545.0,0.0,375.0,82.12,61.414690967769815,769.0,73.0,1,1,1,7,1587447231,1587447472,2,1,0
8,8,4115562.0,4073898.0,0.0,2976.0,1382.9173387096773,107.9662364856464,1392.0,58.0,42814.0,37088.0,0.0,409.0,104.67970660146699,178.3967929912059,1392.0,70.0,1,1,1,7,1587447231,1587447472,2,1,0
9,9,4310484.0,4266860.0,0.0,3116.0,1383.338896020539,105.36433539198077,1392.0,58.0,39381.0,34453.0,0.0,352.0,111.8778409090909,196.33159672505863,1392.0,70.0,1,1,1,7,1587447231,1587447472,2,1,0
10,10,4455721.0,4410641.0,0.0,3220.0,1383.7642857142857,102.62293959296322,1392.0,58.0,37432.0,32770.0,0.0,333.0,112.4084084084084,199.88008759951094,1392.0,70.0,1,1,1,7,1587447231,1587447472,2,1,0
