,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,2934599.0,2903603.0,0.0,2214.0,1325.473803071364,279.6958536379589,1392.0,58.0,77550.0,70900.0,0.0,475.0,163.26315789473685,290.45636724685215,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
1,1,2934873.0,2903835.0,0.0,2217.0,1323.8037889039242,283.16893501797136,1392.0,58.0,78221.0,71543.0,0.0,477.0,163.9853249475891,290.5694217965396,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
2,2,3150315.0,3117093.0,0.0,2373.0,1327.5663716814158,275.2372250348108,1392.0,58.0,80439.0,73621.0,0.0,487.0,165.17248459958932,290.2006723079655,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
3,3,2252038.0,2227902.0,0.0,1724.0,1306.286542923434,314.3423588847178,1392.0,58.0,68646.0,63466.0,0.0,370.0,185.52972972972972,314.53411353238397,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
4,4,1419509.0,1404459.0,0.0,1075.0,1320.473488372093,287.86168835521505,1392.0,58.0,29491.0,27083.0,0.0,172.0,171.4593023255814,286.163544018267,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
5,5,546335.0,540679.0,0.0,404.0,1352.3143564356435,220.10260364322457,1392.0,58.0,15052.0,14366.0,0.0,49.0,307.18367346938777,442.96043373634785,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
6,6,546061.0,540447.0,0.0,401.0,1361.7481296758106,191.8567470127318,1392.0,58.0,14381.0,13723.0,0.0,47.0,305.97872340425533,448.91905583996163,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
7,7,498947.0,493795.0,0.0,368.0,1355.8342391304348,209.5431812442076,1392.0,58.0,14750.0,13980.0,0.0,55.0,268.1818181818182,424.6242013789302,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
8,8,498947.0,493795.0,0.0,368.0,1355.8342391304348,209.5431812442076,1392.0,58.0,14583.0,13827.0,0.0,54.0,270.05555555555554,428.31251210382754,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
9,9,499115.0,493935.0,0.0,370.0,1348.9594594594594,228.84705379825238,1392.0,58.0,15622.0,14838.0,0.0,56.0,278.9642857142857,431.57700704532914,1392.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
10,10,498761.0,493651.0,0.0,365.0,1366.468493150685,174.34788783813764,1392.0,58.0,7071.0,6399.0,0.0,48.0,147.3125,224.2457874232721,969.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
11,11,498761.0,493651.0,0.0,365.0,1366.468493150685,174.34788783813764,1392.0,58.0,7071.0,6399.0,0.0,48.0,147.3125,224.2457874232721,969.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
12,12,521018.0,515698.0,0.0,380.0,1371.1,157.47083439231068,1392.0,58.0,6707.0,6147.0,0.0,40.0,167.675,241.76686988708772,969.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
13,13,521018.0,515698.0,0.0,380.0,1371.1,157.47083439231068,1392.0,58.0,6874.0,6300.0,0.0,41.0,167.65853658536585,238.8003155772824,969.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
14,14,520850.0,515558.0,0.0,378.0,1377.9100529100529,126.93735635588737,1392.0,63.0,5938.0,5378.0,0.0,40.0,148.45,204.68182015020287,767.0,71.0,1,1,0,47,1587964097,1587964277,2,1,0
15,15,520912.0,515606.0,0.0,379.0,1374.4379947229552,143.6225566110102,1392.0,62.0,6003.0,5429.0,0.0,41.0,146.41463414634146,202.57970134146677,767.0,65.0,1,1,0,47,1587964097,1587964277,2,1,0
16,16,520974.0,515654.0,0.0,380.0,1370.9842105263158,158.41118967374246,1392.0,62.0,6068.0,5480.0,0.0,42.0,144.47619047619048,200.53799522370986,767.0,65.0,1,1,0,47,1587964097,1587964277,2,1,0
17,17,550692.0,545036.0,0.0,404.0,1363.09900990099,188.62354487758947,1392.0,62.0,6425.0,5725.0,0.0,50.0,128.5,185.58925076630922,760.0,65.0,1,1,0,47,1587964097,1587964277,2,1,0
18,18,550692.0,545036.0,0.0,404.0,1363.09900990099,188.62354487758947,1392.0,62.0,6258.0,5572.0,0.0,49.0,127.71428571428571,187.39111123911024,760.0,65.0,1,1,0,47,1587964097,1587964277,2,1,0
19,19,550860.0,545176.0,0.0,406.0,1356.7980295566501,208.39093518682273,1392.0,58.0,7265.0,6551.0,0.0,51.0,142.45098039215685,218.06082203569252,970.0,65.0,1,1,0,47,1587964097,1587964277,2,1,0
20,20,550798.0,545128.0,0.0,405.0,1359.995061728395,198.45472158359786,1392.0,58.0,7200.0,6500.0,0.0,50.0,144.0,219.95263126409742,970.0,65.0,1,1,0,47,1587964097,1587964277,2,1,0
21,21,550736.0,545080.0,0.0,404.0,1363.2079207920792,187.8860417639807,1392.0,58.0,7135.0,6449.0,0.0,49.0,145.6122448979592,221.89304431497757,970.0,70.0,1,1,0,47,1587964097,1587964277,2,1,0
