,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,2206223.0,2181121.0,392.0,1793.0,1230.4645844952593,250.69057771750974,1294.0,54.0,36023.0,32453.0,320.0,255.0,141.26666666666668,235.41232801832308,1274.0,66.0,0,0,1,8,1587183259,1587183380,2,1,0
1,1,3627111.0,3586427.0,488.0,2906.0,1248.1455609084653,213.4990739705493,1294.0,54.0,46926.0,41550.0,416.0,384.0,122.203125,194.92369070630616,1274.0,66.0,0,0,1,8,1587183259,1587183380,2,1,0
2,2,4597502.0,4546458.0,456.0,3646.0,1260.9714755896873,183.36723928071794,1294.0,54.0,38765.0,32605.0,384.0,440.0,88.10227272727273,50.06487604115812,571.0,66.0,0,0,1,8,1587183259,1587183380,2,1,0
3,3,6070340.0,6003504.0,128.0,4774.0,1271.5416841223293,147.91257027976272,1294.0,66.0,45942.0,38228.0,128.0,551.0,83.37931034482759,37.7775445870092,571.0,66.0,0,0,1,8,1587183259,1587183380,2,1,0
4,4,6810179.0,6735223.0,128.0,5354.0,1271.9796413896152,146.99730682767412,1294.0,66.0,50798.0,42216.0,128.0,613.0,82.86786296900489,38.69153320933263,581.0,66.0,0,0,1,8,1587183259,1587183380,2,1,0
5,5,7824617.0,7738601.0,128.0,6144.0,1273.5379231770833,140.31548296517138,1294.0,66.0,57103.0,47303.0,128.0,700.0,81.57571428571428,33.89586968396965,581.0,66.0,0,0,1,8,1587183259,1587183380,2,1,0
6,6,7621370.0,7537496.0,32.0,5991.0,1272.1365381405442,146.13512901603193,1294.0,66.0,55790.0,46172.0,32.0,687.0,81.20815138282387,35.626953519865154,581.0,66.0,0,0,1,8,1587183259,1587183380,2,1,0
7,7,7409179.0,7327699.0,0.0,5820.0,1273.0548109965637,142.15574049573976,1294.0,66.0,53973.0,44593.0,0.0,670.0,80.55671641791045,30.698664095979648,581.0,76.0,0,0,1,8,1587183259,1587183380,2,1,0
8,8,7057535.0,6979933.0,0.0,5543.0,1273.2338084069997,142.20470350439905,1294.0,66.0,51058.0,42196.0,0.0,633.0,80.66034755134281,31.588336848269073,581.0,73.0,0,0,1,8,1587183259,1587183380,2,1,0
9,9,8055330.0,7966948.0,0.0,6313.0,1275.9908126089022,130.48612120165265,1294.0,66.0,57411.0,47415.0,0.0,714.0,80.40756302521008,29.761244118553293,581.0,73.0,0,0,1,8,1587183259,1587183380,2,1,0
