,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,5491422.0,5430648.0,424.0,4341.0,1265.0131306150656,173.63479286331744,1484.0,66.0,67108.0,58302.0,456.0,629.0,106.6899841017488,130.25589677139357,1274.0,66.0,0,0,0,41,1587972244,1587972425,2,1,0
1,1,7409405.0,7327603.0,264.0,5843.0,1268.0823207256547,163.3237767985034,1294.0,66.0,96288.0,84752.0,328.0,824.0,116.85436893203884,175.1927735889972,1274.0,66.0,0,0,0,41,1587972244,1587972425,2,1,0
2,2,9274863.0,9172649.0,360.0,7301.0,1270.3551568278317,156.96904973517266,1294.0,66.0,119331.0,105219.0,424.0,1008.0,118.38392857142857,184.85367019501214,1274.0,66.0,0,0,0,41,1587972244,1587972425,2,1,0
3,3,9671350.0,9564754.0,192.0,7614.0,1270.2061991069083,156.6768595964067,1294.0,65.0,124923.0,109691.0,160.0,1088.0,114.8189338235294,179.47822488448787,1274.0,66.0,0,0,0,41,1587972244,1587972425,2,1,0
4,4,9387536.0,9284132.0,128.0,7386.0,1270.990522610344,154.73711682438218,1294.0,65.0,123147.0,108279.0,128.0,1062.0,115.95762711864407,182.14411186999166,1274.0,66.0,0,0,0,41,1587972244,1587972425,2,1,0
5,5,9501620.0,9397054.0,128.0,7469.0,1272.1408488418797,150.85633096309857,1294.0,65.0,126889.0,112763.0,128.0,1009.0,125.75718533201189,217.9771028209577,1274.0,66.0,0,0,0,41,1587972244,1587972425,2,1,0
6,6,8962494.0,8863990.0,128.0,7036.0,1273.8052870949402,146.0163850852942,1294.0,65.0,115428.0,101666.0,128.0,983.0,117.42421159715158,186.2450395435864,1274.0,66.0,0,0,0,41,1587972244,1587972425,2,1,0
7,7,8405450.0,8313260.0,0.0,6585.0,1276.4540622627183,135.21465392241444,1294.0,65.0,97473.0,84957.0,0.0,894.0,109.03020134228188,159.84179883207787,1274.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
8,8,7695435.0,7611211.0,0.0,6016.0,1279.161402925532,123.55668349195764,1294.0,66.0,78689.0,67993.0,0.0,764.0,102.99607329842932,140.5297800984854,1274.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
9,9,7296883.0,7217111.0,0.0,5698.0,1280.6042471042472,117.38707902076976,1294.0,66.0,73797.0,63745.0,0.0,718.0,102.78133704735376,142.85892426524651,1274.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
10,10,7257110.0,7177772.0,0.0,5667.0,1280.5911416975473,115.57869959218272,1294.0,66.0,61207.0,51421.0,0.0,699.0,87.56366237482118,46.22656645681922,563.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
11,11,7856847.0,7770719.0,0.0,6152.0,1277.1207737321197,129.86875894127195,1294.0,66.0,60159.0,49995.0,0.0,726.0,82.86363636363636,37.01525074720942,563.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
12,12,8442936.0,8350088.0,0.0,6632.0,1273.0603136308805,146.0301701576863,1294.0,66.0,72936.0,61120.0,0.0,844.0,86.41706161137441,40.85593685377923,581.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
13,13,9331109.0,9228335.0,0.0,7341.0,1271.0950824138401,154.4487954274841,1294.0,66.0,89652.0,75358.0,0.0,1021.0,87.80803134182175,32.13802222020276,581.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
14,14,9761916.0,9654368.0,0.0,7682.0,1270.7518875292892,154.45064488365426,1294.0,66.0,94316.0,79434.0,0.0,1063.0,88.72624647224835,34.55710011171598,581.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
15,15,9561203.0,9455825.0,0.0,7527.0,1270.254151720473,155.07142862239712,1294.0,66.0,92231.0,77685.0,0.0,1039.0,88.76900866217517,34.15109046376437,581.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
16,16,9264002.0,9161928.0,0.0,7291.0,1270.6078727197914,152.52735629678733,1294.0,66.0,88075.0,74201.0,0.0,991.0,88.87487386478304,37.47155644271249,581.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
17,17,9051725.0,8952115.0,32.0,7115.0,1272.2030920590303,145.63985052903178,1294.0,66.0,80104.0,67196.0,32.0,922.0,86.88069414316703,37.32298606608397,573.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
18,18,8690072.0,8594550.0,32.0,6823.0,1273.6438516781475,138.6541688419012,1294.0,66.0,68349.0,57009.0,32.0,810.0,84.38148148148149,41.882332558266874,573.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
19,19,8801883.0,8704821.0,32.0,6933.0,1269.5633924707918,154.99486523369524,1294.0,66.0,81066.0,69390.0,32.0,834.0,97.20143884892086,127.05268152550659,1274.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
20,20,8909122.0,8810828.0,32.0,7021.0,1268.9249394673122,158.71496831857488,1294.0,66.0,87124.0,74552.0,32.0,898.0,97.02004454342985,122.44605938996833,1274.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
21,21,9198880.0,9097506.0,32.0,7241.0,1270.3880679464162,155.72344258850646,1294.0,66.0,98400.0,84302.0,32.0,1007.0,97.7159880834161,115.23147453507296,1274.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
22,22,9212071.0,9110557.0,0.0,7251.0,1270.4552475520618,156.20488502305423,1294.0,66.0,100898.0,86422.0,0.0,1034.0,97.58027079303675,113.181773986757,1274.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
23,23,8582872.0,8488260.0,0.0,6758.0,1270.0313702278781,157.8872744704361,1294.0,66.0,94113.0,80743.0,0.0,955.0,98.5476439790576,116.63495916164092,1274.0,73.0,0,0,0,41,1587972244,1587972425,2,1,0
