,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,4084703.0,4042031.0,0.0,3048.0,1340.125656167979,248.1792495741513,1392.0,58.0,120224.0,110998.0,0.0,659.0,182.4339908952959,280.551537543304,1392.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
1,1,5509487.0,5452353.0,0.0,4081.0,1350.0335702033815,224.4114032804351,1392.0,58.0,154983.0,142355.0,0.0,902.0,171.82150776053214,242.70980423498412,1392.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
2,2,6900702.0,6829694.0,0.0,5072.0,1360.548501577287,195.49245029101027,1392.0,58.0,182898.0,165342.0,0.0,1254.0,145.85167464114832,178.88314775691435,1392.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
3,3,7735614.0,7656850.0,0.0,5626.0,1374.97582651973,145.70574459713006,1392.0,58.0,161662.0,144414.0,0.0,1232.0,131.21915584415584,115.55653317890064,1392.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
4,4,7504149.0,7428031.0,0.0,5437.0,1380.2002942799338,122.29853908083916,1392.0,58.0,168885.0,150349.0,0.0,1324.0,127.55664652567975,103.63694747437118,1392.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
5,5,6840202.0,6770930.0,0.0,4948.0,1382.4175424413904,110.59280201341254,1392.0,58.0,142301.0,125991.0,0.0,1165.0,122.14678111587983,101.59924596907341,1392.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
6,6,7132850.0,7060708.0,0.0,5153.0,1384.2130797593634,99.58127747953665,1392.0,58.0,116413.0,102091.0,0.0,1023.0,113.79569892473118,105.66787221780046,1392.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
7,7,7057675.0,6986359.0,0.0,5094.0,1385.4878288182176,91.29529736112657,1392.0,58.0,77852.0,67856.0,0.0,714.0,109.03641456582633,125.99125760665747,1392.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
8,8,6614988.0,6548138.0,0.0,4775.0,1385.3378010471204,92.47274184695404,1392.0,58.0,72609.0,63201.0,0.0,672.0,108.04910714285714,134.5273437611882,1392.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
9,9,5936369.0,5876393.0,0.0,4284.0,1385.7070494864613,88.98727516737794,1392.0,58.0,44983.0,38375.0,0.0,472.0,95.30296610169492,84.39193867447375,993.0,70.0,1,1,1,46,1587800303,1587800484,3,1,0
