,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,4477202.0,4430344.0,0.0,3347.0,1337.6761278757097,252.29016101084756,1392.0,58.0,186199.0,170169.0,0.0,1145.0,162.61921397379913,298.52398465195824,1392.0,65.0,1,1,0,42,1587799761,1587799941,3,1,0
1,1,3076808.0,3043992.0,0.0,2344.0,1312.6313993174062,300.4334848336728,1392.0,58.0,154388.0,143888.0,0.0,750.0,205.85066666666665,365.90181793238224,1392.0,65.0,1,1,0,42,1587799761,1587799941,3,1,0
2,2,1586171.0,1568433.0,0.0,1267.0,1251.9108129439621,387.3835318229143,1392.0,58.0,136250.0,129012.0,0.0,517.0,263.53965183752416,433.9404455951105,1392.0,65.0,1,1,0,42,1587799761,1587799941,3,1,0
3,3,1451983.0,1435911.0,0.0,1148.0,1264.7935540069686,370.6404195719486,1392.0,58.0,119397.0,112845.0,0.0,468.0,255.12179487179486,428.11185049415593,1392.0,65.0,1,1,0,42,1587799761,1587799941,3,1,0
4,4,455610.0,450248.0,0.0,383.0,1189.5822454308095,443.7254848426835,1392.0,58.0,22486.0,19630.0,0.0,204.0,110.22549019607843,192.79629129857554,1392.0,65.0,1,1,0,42,1587799761,1587799941,3,1,0
5,5,99650.0,98124.0,0.0,109.0,914.2201834862385,610.7571832081333,1392.0,58.0,24977.0,23843.0,0.0,81.0,308.358024691358,462.2520104889068,1392.0,70.0,1,1,0,42,1587799761,1587799941,3,1,0
6,6,2930.0,2440.0,0.0,35.0,83.71428571428571,31.98890113646243,152.0,58.0,19809.0,19277.0,0.0,38.0,521.2894736842105,555.1314641783292,1392.0,70.0,1,1,0,42,1587799761,1587799941,3,1,0
7,7,1958.0,1608.0,0.0,25.0,78.32,27.993885046559722,152.0,58.0,16431.0,16053.0,0.0,27.0,608.5555555555555,578.1935683394756,1392.0,70.0,1,1,0,42,1587799761,1587799941,3,1,0
8,8,2232.0,1840.0,0.0,28.0,79.71428571428571,30.218084867529647,152.0,58.0,18014.0,17608.0,0.0,29.0,621.1724137931035,582.3053511669129,1392.0,70.0,1,1,0,42,1587799761,1587799941,3,1,0
9,9,2996.0,2506.0,0.0,35.0,85.6,40.94958572963311,209.0,58.0,23282.0,22736.0,0.0,39.0,596.974358974359,568.6758568040044,1392.0,70.0,1,1,0,42,1587799761,1587799941,3,1,0
