,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,5831196.0,5771038.0,0.0,4297.0,1357.0388643239469,205.81864022056638,1392.0,58.0,81462.0,73482.0,0.0,570.0,142.9157894736842,257.10617629890453,1392.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
1,1,6508293.0,6441289.0,0.0,4786.0,1359.8606351859592,197.50812349724413,1392.0,58.0,85617.0,77091.0,0.0,609.0,140.58620689655172,251.77501139206495,1392.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
2,2,8906792.0,8815862.0,0.0,6495.0,1371.3305619707467,159.22875284518375,1392.0,58.0,83806.0,73544.0,0.0,733.0,114.33287858117326,196.6520697362478,1392.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
3,3,7032149.0,6960679.0,0.0,5105.0,1377.5022526934379,135.04676320273856,1392.0,58.0,47529.0,40697.0,0.0,488.0,97.39549180327869,150.41001796511534,1392.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
4,4,4476049.0,4430857.0,0.0,3228.0,1386.6322800495664,82.1181269701241,1392.0,58.0,29653.0,25593.0,0.0,290.0,102.25172413793103,182.76199544704576,1392.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
5,5,3093864.0,3062616.0,0.0,2232.0,1386.1397849462367,86.22935155437389,1392.0,58.0,23034.0,20262.0,0.0,198.0,116.33333333333333,219.7574650252943,1392.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
6,6,2586043.0,2559919.0,0.0,1866.0,1385.87513397642,87.77530234115207,1392.0,58.0,20610.0,18174.0,0.0,174.0,118.44827586206897,228.61400278010592,1392.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
7,7,2572286.0,2546316.0,0.0,1855.0,1386.677088948787,82.34741202695179,1392.0,58.0,22751.0,20161.0,0.0,185.0,122.97837837837838,231.96868280605418,1392.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
8,8,3103521.0,3072161.0,0.0,2240.0,1385.5004464285714,90.31840996370634,1392.0,58.0,26582.0,23432.0,0.0,225.0,118.14222222222222,217.81726744007625,1392.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
9,9,3103167.0,3071877.0,0.0,2235.0,1388.4416107382551,65.56980374685476,1392.0,58.0,18861.0,15809.0,0.0,218.0,86.51834862385321,98.15440061747466,914.0,70.0,1,1,1,3,1587382719,1587382959,3,1,0
