,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,796358.0,786810.0,384.0,682.0,1167.6803519061584,358.89672159184965,1294.0,65.0,28249.0,26443.0,320.0,129.0,218.984496124031,355.2723594258818,1274.0,66.0,0,0,1,9,1587124590,1587124710,3,1,0
1,1,1862953.0,1841645.0,384.0,1522.0,1224.0164257555848,271.7368850270468,1294.0,65.0,36557.0,33351.0,320.0,229.0,159.63755458515283,275.90778249477034,1274.0,66.0,0,0,1,9,1587124590,1587124710,3,1,0
2,2,2802447.0,2770933.0,384.0,2251.0,1244.9786761439361,227.03806699180205,1294.0,65.0,42525.0,38255.0,320.0,305.0,139.4262295081967,242.43754369053784,1274.0,66.0,0,0,1,9,1587124590,1587124710,3,1,0
3,3,4563586.0,4512682.0,480.0,3636.0,1255.1116611661166,201.37626491977178,1294.0,65.0,55924.0,49386.0,416.0,467.0,119.75160599571734,199.39132854226392,1274.0,66.0,0,0,1,9,1587124590,1587124710,3,1,0
4,4,6799447.0,6724547.0,224.0,5350.0,1270.9246728971962,151.40019546103852,1294.0,66.0,52763.0,43943.0,224.0,630.0,83.75079365079365,40.62015049644998,567.0,66.0,0,0,1,9,1587124590,1587124710,3,1,0
5,5,8658897.0,8563907.0,128.0,6785.0,1276.182313927782,130.1701734543537,1294.0,66.0,63559.0,52681.0,128.0,777.0,81.8005148005148,33.57597810997152,567.0,66.0,0,0,1,9,1587124590,1587124710,3,1,0
6,6,8876151.0,8778669.0,128.0,6963.0,1274.7595863851789,136.11368470545935,1294.0,66.0,65940.0,54726.0,128.0,801.0,82.32209737827715,35.2452243757064,567.0,66.0,0,0,1,9,1587124590,1587124710,3,1,0
7,7,8653190.0,8558088.0,128.0,6793.0,1273.8392462829383,139.73271495669294,1294.0,66.0,64988.0,53942.0,128.0,789.0,82.36755386565272,33.38304422605029,567.0,66.0,0,0,1,9,1587124590,1587124710,3,1,0
8,8,8248995.0,8158359.0,0.0,6474.0,1274.172845227062,138.51084388925526,1294.0,66.0,61013.0,50625.0,0.0,742.0,82.2277628032345,30.44628755681479,327.0,73.0,0,0,1,9,1587124590,1587124710,3,1,0
9,9,7823642.0,7737486.0,0.0,6154.0,1271.3100422489438,150.63670115880564,1294.0,66.0,58586.0,48632.0,0.0,711.0,82.39943741209564,31.09362839599716,326.0,75.0,0,0,1,9,1587124590,1587124710,3,1,0
