,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,1097897.0,1085157.0,400.0,910.0,1206.4802197802198,441.783910113436,1392.0,58.0,88669.0,83405.0,464.0,376.0,235.8218085106383,387.5098593844208,1392.0,66.0,1,1,1,5,1587340928,1587341168,1,1,0
1,1,1099941.0,1086865.0,400.0,934.0,1177.667023554604,470.8142582656304,1392.0,58.0,96781.0,91251.0,464.0,395.0,245.0151898734177,391.13242248778926,1392.0,66.0,1,1,1,5,1587340928,1587341168,1,1,0
2,2,1101014.0,1087756.0,400.0,947.0,1162.6335797254487,484.6408655770695,1392.0,58.0,103758.0,98046.0,464.0,408.0,254.30882352941177,396.3047608237341,1392.0,66.0,1,1,1,5,1587340928,1587341168,1,1,0
3,3,1095674.0,1082528.0,400.0,939.0,1166.8519701810437,482.0842334272317,1392.0,58.0,88373.0,82885.0,464.0,392.0,225.44132653061226,366.0691869287122,1392.0,66.0,1,1,1,5,1587340928,1587341168,1,1,0
4,4,366817.0,361917.0,0.0,350.0,1048.0485714285714,567.2083723296196,1392.0,58.0,32768.0,29954.0,0.0,201.0,163.02487562189054,267.0454977876731,1392.0,70.0,1,1,1,5,1587340928,1587341168,1,1,0
5,5,6475.0,5439.0,168.0,74.0,87.5,51.01013412826694,425.0,58.0,44370.0,43292.0,168.0,77.0,576.2337662337662,543.5179275434623,1392.0,65.0,1,1,1,5,1587340928,1587341168,1,1,0
6,6,268221.0,263923.0,168.0,307.0,873.6840390879479,636.4323872622482,1392.0,58.0,77751.0,75077.0,168.0,191.0,407.0732984293194,483.30048198184613,1392.0,65.0,1,1,1,5,1587340928,1587341168,1,1,0
7,7,267770.0,263570.0,168.0,300.0,892.5666666666667,631.5604264219079,1392.0,58.0,70881.0,68361.0,168.0,180.0,393.78333333333336,483.23015306718327,1392.0,65.0,1,1,1,5,1587340928,1587341168,1,1,0
8,8,267563.0,263391.0,168.0,298.0,897.8624161073825,630.3472286935822,1392.0,58.0,73337.0,70803.0,168.0,181.0,405.1767955801105,486.65883283061055,1392.0,65.0,1,1,1,5,1587340928,1587341168,1,1,0
9,9,269539.0,265031.0,168.0,322.0,837.0776397515529,643.1757897002506,1392.0,58.0,82241.0,79399.0,168.0,203.0,405.128078817734,478.3429045514658,1392.0,65.0,1,1,1,5,1587340928,1587341168,1,1,0
10,10,268958.0,264520.0,0.0,317.0,848.4479495268139,641.5124095299865,1392.0,57.0,57232.0,54698.0,0.0,181.0,316.1988950276243,402.73577453111466,1392.0,70.0,1,1,1,5,1587340928,1587341168,1,1,0
11,11,5878.0,4926.0,0.0,68.0,86.44117647058823,36.216011389561636,165.0,57.0,18570.0,17814.0,0.0,54.0,343.8888888888889,410.63237891973887,1392.0,70.0,1,1,1,5,1587340928,1587341168,1,1,0
12,12,8175.0,7041.0,0.0,81.0,100.92592592592592,148.2440245316075,1392.0,57.0,30519.0,29469.0,0.0,75.0,406.92,433.4414150339889,1392.0,70.0,1,1,1,5,1587340928,1587341168,1,1,0
13,13,649766.0,641744.0,0.0,573.0,1133.9720767888307,513.9197476977289,1392.0,57.0,64978.0,61632.0,0.0,239.0,271.8744769874477,399.7037827580398,1392.0,70.0,1,1,1,5,1587340928,1587341168,1,1,0
14,14,2725154.0,2696538.0,0.0,2044.0,1333.2455968688846,266.9420152139473,1392.0,57.0,65983.0,62133.0,0.0,275.0,239.93818181818182,378.6326689506522,1392.0,70.0,1,1,1,5,1587340928,1587341168,1,1,0
15,15,4042488.0,4000096.0,208.0,3028.0,1335.0356671070012,262.41713553257216,1392.0,57.0,81249.0,76335.0,240.0,351.0,231.47863247863248,366.14791427437433,1392.0,66.0,1,1,1,5,1587340928,1587341168,1,1,0
16,16,5348932.0,5293492.0,240.0,3960.0,1350.740404040404,224.59794557251033,1392.0,57.0,83590.0,78298.0,272.0,378.0,221.13756613756613,353.0148641389921,1392.0,66.0,1,1,1,5,1587340928,1587341168,1,1,0
