,index1,bytes_frame_dl,bytes_ip_dl,bytes_hdr_dl,num_of_packets_dl,packet_size_mean_dl,packet_size_std_dl,packet_size_max_dl,packet_size_min_dl,bytes_frame_ul,bytes_ip_ul,bytes_hdr_ul,num_of_packets_ul,packet_size_mean_ul,packet_size_std_ul,packet_size_max_ul,packet_size_min_ul,Vid_pltform,Vid_pltform_ml,Vid_type,Vid_num,Vid_begin,Vid_end,time,loc,bandwidth
0,0,5206.0,4982.0,20.0,16.0,325.375,474.5119696856972,1392.0,58.0,13857.0,13521.0,40.0,24.0,577.375,503.26283826147943,1392.0,54.0,1,1,0,7,1587168162,1587168282,1,1,0
1,1,805998.0,797318.0,20.0,620.0,1299.9967741935484,323.1147703654289,1392.0,58.0,50078.0,45220.0,40.0,347.0,144.3170028818444,258.6770439251259,1392.0,54.0,1,1,0,7,1587168162,1587168282,1,1,0
2,2,2369981.0,2345089.0,20.0,1778.0,1332.9476940382451,263.44334073387057,1392.0,58.0,105286.0,92378.0,40.0,922.0,114.19305856832972,205.26800014225847,1392.0,54.0,1,1,0,7,1587168162,1587168282,1,1,0
3,3,3943069.0,3902329.0,20.0,2910.0,1355.006529209622,210.66286879102907,1392.0,58.0,148111.0,127083.0,40.0,1502.0,98.60918774966711,163.01544205894464,1392.0,54.0,1,1,0,7,1587168162,1587168282,1,1,0
4,4,4263550.0,4219534.0,0.0,3144.0,1356.0909669211196,207.64824097370095,1392.0,58.0,155300.0,132522.0,0.0,1627.0,95.45175169022741,151.2050732038243,1392.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
5,5,5788046.0,5728742.0,0.0,4236.0,1366.3942398489141,175.96133606362136,1392.0,58.0,184847.0,154579.0,0.0,2162.0,85.4981498612396,116.478173449767,1392.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
6,6,4987254.0,4936406.0,0.0,3632.0,1373.1426211453745,152.50307655798105,1392.0,58.0,148595.0,122849.0,0.0,1839.0,80.80206634040239,95.45725209634784,1392.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
7,7,3423271.0,3388635.0,0.0,2474.0,1383.6988682295878,102.45870011431542,1392.0,64.0,93387.0,75691.0,0.0,1264.0,73.88212025316456,33.742385872449596,760.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
8,8,1850531.0,1831673.0,0.0,1347.0,1373.8166295471417,151.4950676965285,1392.0,58.0,58434.0,48746.0,0.0,692.0,84.44219653179191,119.30564217225766,1392.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
9,9,1697520.0,1680272.0,0.0,1232.0,1377.857142857143,133.6130742772232,1392.0,58.0,52621.0,43913.0,0.0,622.0,84.59967845659163,122.70934811843894,1392.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
10,10,854947.0,846225.0,0.0,623.0,1372.30658105939,156.71332592251906,1392.0,58.0,33002.0,28354.0,0.0,332.0,99.40361445783132,170.77091252683798,1392.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
11,11,1518057.0,1502573.0,0.0,1106.0,1372.5650994575046,157.07293146251203,1392.0,58.0,52054.0,44144.0,0.0,565.0,92.13097345132743,142.4461041252737,1392.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
12,12,1783543.0,1765357.0,0.0,1299.0,1373.0123171670516,154.55096197787768,1392.0,58.0,59787.0,50379.0,0.0,672.0,88.96875,130.82166127653244,1392.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
13,13,1783195.0,1765079.0,0.0,1294.0,1378.048686244204,131.86095767225086,1392.0,58.0,52249.0,42925.0,0.0,666.0,78.45195195195195,63.47574035257093,838.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
14,14,1782996.0,1764894.0,0.0,1293.0,1378.9605568445475,127.26494335424756,1392.0,58.0,52416.0,43078.0,0.0,667.0,78.58470764617691,63.520599121628265,838.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
15,15,1703395.0,1686091.0,0.0,1236.0,1378.151294498382,131.09373332009432,1392.0,58.0,45545.0,37439.0,0.0,579.0,78.6614853195164,68.1217244763734,838.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
16,16,2034538.0,2013944.0,0.0,1471.0,1383.098572399728,104.21309388679956,1392.0,64.0,55762.0,45220.0,0.0,753.0,74.0531208499336,35.54874092887338,752.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
17,17,1769238.0,1751304.0,0.0,1281.0,1381.1381733021078,116.73532899753856,1392.0,62.0,48224.0,39138.0,0.0,649.0,74.30508474576271,38.26884850806246,752.0,65.0,1,1,0,7,1587168162,1587168282,1,1,0
18,18,1769238.0,1751304.0,0.0,1281.0,1381.1381733021078,116.73532899753856,1392.0,62.0,47890.0,38832.0,0.0,647.0,74.01854714064915,37.9787986376242,752.0,65.0,1,1,0,7,1587168162,1587168282,1,1,0
19,19,1769114.0,1751152.0,0.0,1283.0,1378.8885424785658,129.21362091418243,1392.0,62.0,47659.0,38629.0,0.0,645.0,73.88992248062016,38.05461567816177,756.0,65.0,1,1,0,7,1587168162,1587168282,1,1,0
20,20,1791590.0,1773390.0,0.0,1300.0,1378.1461538461538,133.40571499339677,1392.0,62.0,51030.0,41342.0,0.0,692.0,73.74277456647398,36.96464124171058,760.0,65.0,1,1,0,7,1587168162,1587168282,1,1,0
21,21,1806381.0,1788013.0,0.0,1312.0,1376.814786585366,138.8282793717048,1392.0,58.0,49267.0,40055.0,0.0,658.0,74.87386018237082,48.21151677913261,839.0,65.0,1,1,0,7,1587168162,1587168282,1,1,0
22,22,1806195.0,1787869.0,0.0,1309.0,1379.8281130634073,123.88065156848461,1392.0,58.0,49072.0,39902.0,0.0,655.0,74.91908396946565,48.3171569017599,839.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
23,23,1806195.0,1787869.0,0.0,1309.0,1379.8281130634073,123.88065156848461,1392.0,58.0,49406.0,40208.0,0.0,657.0,75.19939117199391,48.50951796258814,839.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
24,24,1806568.0,1788242.0,0.0,1309.0,1380.113063407181,122.37529243097809,1392.0,58.0,49566.0,40354.0,0.0,658.0,75.32826747720365,48.455932008850986,839.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
25,25,1263678.0,1250812.0,20.0,919.0,1375.0576713819369,145.85695119007656,1392.0,54.0,35747.0,29237.0,0.0,465.0,76.8752688172043,57.569084549743174,839.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
26,26,1689786.0,1672706.0,20.0,1220.0,1385.0704918032786,93.98359613454403,1392.0,54.0,45681.0,37113.0,0.0,612.0,74.6421568627451,39.620228055438254,761.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
27,27,1708990.0,1691700.0,20.0,1235.0,1383.7975708502024,101.1526180573109,1392.0,54.0,46408.0,37700.0,0.0,622.0,74.61093247588424,39.304153369851925,761.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
28,28,1708990.0,1691700.0,20.0,1235.0,1383.7975708502024,101.1526180573109,1392.0,54.0,46074.0,37394.0,0.0,620.0,74.31290322580645,39.01507766389383,761.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
29,29,1710251.0,1692947.0,20.0,1236.0,1383.6982200647249,101.66938468998227,1392.0,54.0,46043.0,37349.0,0.0,621.0,74.14331723027375,38.83210992591982,761.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
30,30,1625313.0,1608877.0,32.0,1174.0,1384.423339011925,96.4889530379357,1392.0,64.0,43654.0,35296.0,64.0,597.0,73.12227805695143,27.883403855265776,750.0,66.0,1,1,0,7,1587168162,1587168282,1,1,0
31,31,1109708.0,1098354.0,32.0,811.0,1368.320591861899,171.64089001365767,1392.0,58.0,31791.0,26051.0,64.0,410.0,77.5390243902439,60.63010351885211,840.0,66.0,1,1,0,7,1587168162,1587168282,1,1,0
32,32,1090504.0,1079360.0,32.0,796.0,1369.9798994974874,166.53664572651613,1392.0,58.0,31064.0,25464.0,64.0,400.0,77.66,61.375478816869524,840.0,66.0,1,1,0,7,1587168162,1587168282,1,1,0
33,33,1090504.0,1079360.0,32.0,796.0,1369.9798994974874,166.53664572651613,1392.0,58.0,31398.0,25770.0,64.0,402.0,78.1044776119403,61.544458952144396,840.0,66.0,1,1,0,7,1587168162,1587168282,1,1,0
34,34,1089065.0,1077949.0,32.0,794.0,1371.6183879093198,160.08823673517674,1392.0,58.0,31438.0,25824.0,64.0,401.0,78.39900249376558,61.99666469190252,840.0,66.0,1,1,0,7,1587168162,1587168282,1,1,0
35,35,1088973.0,1077871.0,0.0,793.0,1373.2320302648172,153.60049269913327,1392.0,58.0,31278.0,25692.0,0.0,399.0,78.39097744360902,62.143842508339034,840.0,70.0,1,1,0,7,1587168162,1587168282,1,1,0
36,36,1022850.0,1012490.0,0.0,740.0,1382.2297297297298,110.86503205411249,1392.0,64.0,27034.0,22092.0,0.0,353.0,76.58356940509915,52.38541480898831,761.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
37,37,1431732.0,1417228.0,0.0,1036.0,1381.980694980695,111.29816476743039,1392.0,64.0,39089.0,31795.0,0.0,521.0,75.02687140115164,43.20743217774241,761.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
38,38,1431732.0,1417228.0,0.0,1036.0,1381.980694980695,111.29816476743039,1392.0,64.0,38755.0,31489.0,0.0,519.0,74.67244701348747,42.910991715461634,761.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
39,39,1431724.0,1417220.0,0.0,1036.0,1381.972972972973,110.74139953377014,1392.0,64.0,38651.0,31385.0,0.0,519.0,74.47206165703275,42.473188752454085,761.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
40,40,1431724.0,1417220.0,0.0,1036.0,1381.972972972973,110.74139953377014,1392.0,64.0,38651.0,31385.0,0.0,519.0,74.47206165703275,42.473188752454085,761.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
41,41,1015571.0,1005267.0,0.0,736.0,1379.851902173913,120.20819155545894,1392.0,64.0,28474.0,23182.0,0.0,378.0,75.32804232804233,49.465324361181935,755.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
42,42,991904.0,981838.0,0.0,719.0,1379.5605006954104,121.62287592165566,1392.0,64.0,27315.0,22261.0,0.0,361.0,75.66481994459834,50.59530496248993,755.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
43,43,991904.0,981838.0,0.0,719.0,1379.5605006954104,121.62287592165566,1392.0,64.0,27649.0,22567.0,0.0,363.0,76.16804407713498,50.90667606045624,755.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
44,44,991997.0,981917.0,0.0,720.0,1377.7736111111112,130.79886010063905,1392.0,64.0,27816.0,22720.0,0.0,364.0,76.41758241758242,51.0585348063659,755.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
45,45,991997.0,981917.0,0.0,720.0,1377.7736111111112,130.79886010063905,1392.0,64.0,27816.0,22720.0,0.0,364.0,76.41758241758242,51.0585348063659,755.0,71.0,1,1,0,7,1587168162,1587168282,1,1,0
