Acc,Pred,Reca
0.9651162790697675,0.9556025369978858,0.9545454545454546
1.0,1.0,1.0
0.9342105263157895,0.9008097165991904,0.9473684210526315
0.9642857142857143,0.9529616724738675,0.9523809523809523
0.93,0.9036734693877551,0.92
