,Acc,Pred,Reca
0,0.9883720930232558,0.9889006342494715,0.9772727272727273
1,0.9868421052631579,0.9875168690958165,0.9743589743589743
2,0.9342105263157895,0.8918485237483955,0.9736842105263158
3,0.9523809523809523,0.9308390022675737,0.9523809523809523
4,0.94,0.9216666666666666,0.92
5,0.9659090909090909,0.9674242424242424,0.9333333333333333
6,0.8902439024390244,0.8685636856368564,0.8292682926829268
7,0.9761904761904762,0.9648526077097506,0.9761904761904762
8,0.9,0.8604247104247105,0.9166666666666666
9,0.8837209302325582,0.8592362579281185,0.8409090909090909
10,0.9166666666666666,0.889811738648948,0.9069767441860465
11,0.9166666666666666,0.8571428571428571,1.0
12,0.9285714285714286,0.9205852287247637,0.8837209302325582
13,0.9651162790697675,0.9347826086956522,1.0
14,0.9782608695652174,0.9678638941398865,0.9782608695652174
15,0.9878048780487805,0.9761904761904762,1.0
16,0.9111111111111111,0.8824289405684754,0.8888888888888888
17,0.9871794871794872,0.9871794871794872,0.9743589743589743
18,0.8717948717948718,0.8227106227106227,0.9
19,0.9210526315789473,0.9015574278732174,0.8974358974358975
