accuracy,precision,recall
0.904,0.8774896214896214,0.8923076923076924
0.9137931034482759,0.8719558189655172,0.95
0.9,0.8714285714285714,0.8666666666666667
0.9016393442622951,0.8794021266930407,0.873015873015873
0.9316239316239316,0.9191391941391942,0.9
