,Acc,Pred,Reca
0,0.9878048780487805,0.9761904761904762,1.0
1,0.9620253164556962,0.9382992534891268,0.9743589743589743
2,0.9634146341463414,0.9413472706155632,0.975609756097561
3,0.9603960396039604,0.9516717578120357,0.9411764705882353
4,0.9649122807017544,0.9649122807017544,0.9298245614035088
5,0.9540229885057471,0.9441147932527243,0.9318181818181818
6,0.9444444444444444,0.9242424242424243,0.9333333333333333
7,0.9595959595959596,0.9245283018867925,1.0
8,0.9770114942528736,0.9655234578492257,0.9767441860465116
9,0.9777777777777777,0.9574468085106383,1.0
10,0.9425287356321839,0.9229605598891887,0.9318181818181818
11,0.967032967032967,0.9476217584450702,0.9782608695652174
12,0.9803921568627451,0.9622641509433962,1.0
13,0.9560439560439561,0.9465045823741477,0.9347826086956522
14,0.9509803921568627,0.9329411764705882,0.9411764705882353
15,0.9787234042553191,0.9685377999094613,0.9787234042553191
16,0.9157894736842105,0.8983851674641148,0.875
17,0.9807692307692307,0.9629629629629629,1.0
18,0.9900990099009901,0.9803921568627451,1.0
19,1.0,1.0,1.0
