,Acc,Pred,Reca
0,0.8780487804878049,0.8392745465916198,0.8536585365853658
1,0.8734177215189873,0.8387907451198591,0.8205128205128205
2,0.8902439024390244,0.8787661406025825,0.8048780487804879
3,0.8910891089108911,0.8837904798883249,0.803921568627451
4,0.8771929824561403,0.8416087388282025,0.8421052631578947
5,0.896551724137931,0.8613824694418118,0.8863636363636364
6,0.8222222222222222,0.780911680911681,0.7555555555555555
7,0.8686868686868687,0.8057101628530201,0.9183673469387755
8,0.8505747126436781,0.8184309008286554,0.7674418604651163
9,0.8333333333333334,0.7803030303030303,0.8222222222222222
10,0.8160919540229885,0.7663270637408568,0.7954545454545454
11,0.8241758241758241,0.7931953629894133,0.7391304347826086
12,0.8823529411764706,0.8433373349339736,0.8627450980392157
13,0.9120879120879121,0.8854786517829996,0.8913043478260869
14,0.8921568627450981,0.8665814151747655,0.8431372549019608
15,0.9042553191489362,0.8850050658561297,0.851063829787234
16,0.8315789473684211,0.7786549707602339,0.8333333333333334
17,0.8461538461538461,0.7928994082840237,0.8461538461538461
18,0.8613861386138614,0.8331966053748232,0.78
19,0.83,0.7978048780487805,0.74
