,Acc,Pred,Reca
0,0.9642857142857143,0.9485145823035097,0.9647058823529412
1,0.9806451612903225,0.9686392143313336,0.9871794871794872
2,0.9746835443037974,0.9626662393847139,0.9746835443037974
3,0.9675675675675676,0.9679163034001743,0.9354838709677419
4,0.9205607476635514,0.9033950028609574,0.8785046728971962
5,0.9428571428571428,0.9338962269624244,0.9101123595505618
6,0.9244186046511628,0.90830144244922,0.8837209302325582
7,0.9726775956284153,0.9479166666666666,1.0
8,0.9745222929936306,0.9571429851200874,0.9873417721518988
9,0.9431818181818182,0.9106059233143322,0.9662921348314607
10,0.9181286549707602,0.8864899068916843,0.9195402298850575
11,0.96,0.935004995004995,0.9772727272727273
12,0.9408602150537635,0.905985039135348,0.9680851063829787
13,0.96045197740113,0.9402949702702131,0.9662921348314607
14,0.9690721649484536,0.9640283782285778,0.9484536082474226
15,0.9715909090909091,0.9556945863125639,0.9772727272727273
16,0.9135135135135135,0.8905063016297721,0.8817204301075269
17,0.9560439560439561,0.9406716878626992,0.945054945054945
18,0.9329608938547486,0.8928014432029796,0.9666666666666667
19,0.9659090909090909,0.9507659443825964,0.9662921348314607
