,Acc,Pred,Reca
0,0.9464285714285714,0.9213471435085662,0.9529411764705882
1,0.967741935483871,0.9618748276812793,0.9487179487179487
2,0.9556962025316456,0.9279098487187403,0.9746835443037974
3,0.9513513513513514,0.9415524028427255,0.9247311827956989
4,0.9345794392523364,0.9256190384430099,0.8878504672897196
5,0.9314285714285714,0.9228662584467827,0.8876404494382022
6,0.9186046511627907,0.9025044722719141,0.872093023255814
7,0.9726775956284153,0.9570589187481561,0.978021978021978
8,0.9235668789808917,0.8876058460567584,0.9367088607594937
9,0.9375,0.9182676318977601,0.9213483146067416
10,0.8947368421052632,0.8683874437050481,0.8620689655172413
11,0.9257142857142857,0.8778765564332575,0.9772727272727273
12,0.946236559139785,0.9371113329589651,0.9148936170212766
13,0.9378531073446328,0.9180429272239028,0.9213483146067416
14,0.9329896907216495,0.9099583241939022,0.9175257731958762
15,0.9772727272727273,0.9717230443974629,0.9659090909090909
16,0.9027027027027027,0.8718310916933606,0.8817204301075269
17,0.9835164835164835,0.9730052556139513,0.989010989010989
18,0.9162011173184358,0.8882103640916972,0.9
19,0.9375,0.9136874361593463,0.9325842696629213
