accuracy,precision,recall
0.9491525423728814,0.9411563696008748,0.9375
0.9259259259259259,0.9189016602809706,0.896551724137931
0.9122807017543859,0.8851438942183045,0.896551724137931
0.9032258064516129,0.8998719115515557,0.8484848484848485
0.8653846153846154,0.8846153846153846,0.75
