accuracy,precision,recall
0.9242424242424242,0.8977272727272727,0.9090909090909091
0.9193548387096774,0.8913978494623656,0.9032258064516129
0.9047619047619048,0.8634359050592141,0.9032258064516129
0.9166666666666666,0.8763440860215054,0.9333333333333333
0.9692307692307692,0.9411764705882353,1.0
